MRUN,PROM_NOTAS_ALU,NIVEL_CARRERA_2
20593632,5.4,Carreras T̩cnicas
10433581,5.7,Carreras T̩cnicas
9195516,5.9,Carreras T̩cnicas
9296772,4.8,Carreras T̩cnicas
1603248,4.9,Carreras T̩cnicas
19663623,5.7,Carreras T̩cnicas
9652737,6.5,Carreras T̩cnicas
3952308,5.2,Carreras T̩cnicas
20423126,4.5,Carreras T̩cnicas
12051424,4.6,Carreras T̩cnicas
3507229,4.8,Carreras T̩cnicas
24783508,5.3,Carreras T̩cnicas
18374360,4.6,Carreras T̩cnicas
16265998,6.3,Carreras T̩cnicas
14331749,5.4,Carreras T̩cnicas
17017579,6.6,Carreras T̩cnicas
11042604,5.1,Carreras T̩cnicas
19502425,6.0,Carreras T̩cnicas
6858665,4.6,Carreras T̩cnicas
2788913,4.9,Carreras T̩cnicas
14048597,5.0,Carreras T̩cnicas
1606031,4.7,Carreras T̩cnicas
6530809,5.4,Carreras T̩cnicas
13488588,5.6,Carreras T̩cnicas
9216340,5.2,Carreras T̩cnicas
24703722,5.5,Carreras T̩cnicas
21082416,4.8,Carreras T̩cnicas
15207303,5.0,Carreras T̩cnicas
12957817,4.7,Carreras T̩cnicas
16897513,5.0,Carreras T̩cnicas
4513973,6.1,Carreras Profesionales
20333464,6.1,Carreras T̩cnicas
18196388,6.8,Carreras T̩cnicas
22902112,4.8,Carreras T̩cnicas
11681453,5.2,Carreras T̩cnicas
152949,5.3,Carreras T̩cnicas
8268807,6.3,Carreras T̩cnicas
17087854,5.3,Carreras T̩cnicas
14045281,5.6,Carreras T̩cnicas
22387248,5.3,Carreras T̩cnicas
8388114,5.1,Carreras T̩cnicas
20877129,6.2,Carreras T̩cnicas
11264390,5.1,Carreras T̩cnicas
1030443,4.8,Carreras T̩cnicas
21223677,5.9,Carreras T̩cnicas
800626,5.3,Carreras T̩cnicas
11194148,5.2,Carreras T̩cnicas
6921389,5.0,Carreras T̩cnicas
18237636,4.9,Carreras T̩cnicas
888924,5.4,Carreras Profesionales
8482479,5.3,Carreras T̩cnicas
23334856,5.6,Carreras T̩cnicas
18527543,4.8,Carreras T̩cnicas
16391675,5.2,Carreras T̩cnicas
10084364,5.2,Carreras Profesionales
24302120,5.1,Carreras Profesionales
8280845,5.3,Carreras T̩cnicas
14487172,6.1,Carreras Profesionales
11283186,5.2,Carreras T̩cnicas
23464254,5.5,Carreras T̩cnicas
21328084,5.3,Carreras T̩cnicas
18860607,5.0,Carreras T̩cnicas
24532150,4.5,Carreras T̩cnicas
20911963,5.2,Carreras T̩cnicas
24751232,4.9,Carreras T̩cnicas
22182211,5.4,Carreras T̩cnicas
4024441,5.0,Carreras T̩cnicas
20378049,5.2,Carreras T̩cnicas
15138245,5.3,Carreras T̩cnicas
13536163,5.0,Carreras T̩cnicas
718421,5.8,Carreras T̩cnicas
13017417,5.2,Carreras Profesionales
13752839,6.0,Carreras T̩cnicas
15775217,5.0,Carreras T̩cnicas
24652726,5.4,Carreras T̩cnicas
3594222,5.4,Carreras Profesionales
21549967,5.2,Carreras T̩cnicas
6725733,6.5,Carreras Profesionales
17045516,4.5,Carreras T̩cnicas
797319,4.9,Carreras Profesionales
23789900,4.6,Carreras T̩cnicas
508841,5.3,Carreras T̩cnicas
22405913,5.1,Carreras Profesionales
24440255,6.2,Carreras T̩cnicas
7120242,4.8,Carreras T̩cnicas
18869294,5.0,Carreras T̩cnicas
16631818,5.8,Carreras T̩cnicas
12360038,4.8,Carreras T̩cnicas
1706326,5.1,Carreras T̩cnicas
17194641,5.4,Carreras T̩cnicas
16027641,5.2,Carreras T̩cnicas
23145542,4.9,Carreras T̩cnicas
13651571,4.8,Carreras T̩cnicas
11993240,4.7,Carreras T̩cnicas
17089543,6.5,Carreras Profesionales
23195754,4.9,Carreras T̩cnicas
10478773,5.3,Carreras T̩cnicas
6065238,5.3,Carreras T̩cnicas
189744,5.7,Carreras Profesionales
21163310,5.1,Carreras T̩cnicas
13787105,5.9,Carreras T̩cnicas
19561021,5.0,Carreras T̩cnicas
17246047,5.0,Carreras T̩cnicas
10303186,5.4,Carreras T̩cnicas
15788278,5.3,Carreras T̩cnicas
2538693,4.7,Carreras T̩cnicas
5872621,4.9,Carreras T̩cnicas
12701154,5.2,Carreras T̩cnicas
623327,5.2,Carreras T̩cnicas
22088090,4.5,Carreras T̩cnicas
10539745,5.7,Carreras Profesionales
2994138,4.7,Carreras T̩cnicas
2358670,5.9,Carreras T̩cnicas
10008404,5.7,Carreras T̩cnicas
14499802,5.6,Carreras T̩cnicas
79145,4.9,Carreras T̩cnicas
13762575,5.9,Carreras Profesionales
7152480,5.4,Carreras T̩cnicas
21572279,5.1,Carreras Profesionales
22813662,5.3,Carreras T̩cnicas
2086061,6.3,Carreras T̩cnicas
6289878,4.7,Carreras T̩cnicas
2870525,6.4,Carreras T̩cnicas
17086735,4.9,Carreras T̩cnicas
22342252,4.5,Carreras T̩cnicas
9092367,5.6,Carreras T̩cnicas
10160075,5.1,Carreras T̩cnicas
13696110,5.4,Carreras T̩cnicas
5151789,5.9,Carreras Profesionales
879141,4.7,Carreras T̩cnicas
7922526,4.8,Carreras T̩cnicas
12575051,5.3,Carreras T̩cnicas
11406327,5.0,Carreras T̩cnicas
21754459,5.6,Carreras T̩cnicas
1561140,5.0,Carreras T̩cnicas
14407497,5.6,Carreras T̩cnicas
24554159,5.0,Carreras T̩cnicas
20758725,5.2,Carreras Profesionales
8564094,5.7,Carreras Profesionales
19649350,5.5,Carreras T̩cnicas
10456943,4.8,Carreras T̩cnicas
11958906,5.3,Carreras T̩cnicas
20503963,6.6,Carreras T̩cnicas
135839,5.9,Carreras Profesionales
2765747,5.9,Carreras T̩cnicas
19551759,4.8,Carreras T̩cnicas
5682761,4.9,Carreras T̩cnicas
2392621,5.5,Carreras T̩cnicas
12312266,5.2,Carreras T̩cnicas
17392962,4.9,Carreras T̩cnicas
11519039,5.6,Carreras T̩cnicas
10409079,5.4,Carreras T̩cnicas
17873309,5.1,Carreras Profesionales
15089605,5.3,Carreras T̩cnicas
18959729,5.1,Carreras T̩cnicas
12454301,5.0,Carreras T̩cnicas
5498759,5.7,Carreras Profesionales
9467132,6.3,Carreras T̩cnicas
11243571,5.3,Carreras T̩cnicas
18837014,5.0,Carreras T̩cnicas
3089999,4.8,Carreras T̩cnicas
19487673,5.0,Carreras T̩cnicas
16528933,4.8,Carreras T̩cnicas
22073386,5.3,Carreras T̩cnicas
12560924,5.2,Carreras T̩cnicas
10107964,5.0,Carreras T̩cnicas
17613122,4.9,Carreras T̩cnicas
15852420,5.5,Carreras T̩cnicas
16605335,4.7,Carreras T̩cnicas
17870457,5.2,Carreras T̩cnicas
24295000,5.8,Carreras T̩cnicas
15115245,5.4,Carreras T̩cnicas
15115245,5.4,Carreras Profesionales
19127331,5.2,Carreras T̩cnicas
21163224,4.7,Carreras T̩cnicas
15518938,4.9,Carreras T̩cnicas
12747631,5.0,Carreras T̩cnicas
12100389,5.7,Carreras T̩cnicas
3195344,5.3,Carreras T̩cnicas
23590697,5.4,Carreras T̩cnicas
20949298,5.4,Carreras T̩cnicas
10080420,4.9,Carreras Profesionales
467196,5.0,Carreras T̩cnicas
11857548,4.9,Carreras T̩cnicas
18916628,5.1,Carreras T̩cnicas
20547885,4.5,Carreras T̩cnicas
3141282,5.9,Carreras T̩cnicas
5568749,5.2,Carreras T̩cnicas
20955318,4.9,Carreras T̩cnicas
12627827,5.6,Carreras T̩cnicas
12312222,5.3,Carreras T̩cnicas
13814972,6.6,Carreras T̩cnicas
16299160,6.2,Carreras T̩cnicas
3583909,5.0,Carreras T̩cnicas
10858327,4.8,Carreras T̩cnicas
22780937,5.3,Carreras T̩cnicas
5820670,5.4,Carreras T̩cnicas
21307696,5.3,Carreras T̩cnicas
21845285,5.0,Carreras Profesionales
1999325,5.7,Carreras Profesionales
16333409,6.3,Carreras T̩cnicas
14068703,5.5,Carreras T̩cnicas
19842270,4.7,Carreras Profesionales
8499810,4.6,Carreras T̩cnicas
12686508,5.3,Carreras T̩cnicas
7374179,5.1,Carreras T̩cnicas
1701817,4.8,Carreras Profesionales
14434397,5.1,Carreras T̩cnicas
10161682,4.7,Carreras T̩cnicas
18070554,5.6,Carreras T̩cnicas
23153678,5.8,Carreras T̩cnicas
390508,4.9,Carreras T̩cnicas
9902812,5.4,Carreras Profesionales
18880640,5.2,Carreras T̩cnicas
14624551,5.4,Carreras Profesionales
8114500,5.7,Carreras T̩cnicas
13296243,5.0,Carreras T̩cnicas
12790883,5.5,Carreras T̩cnicas
2862875,4.8,Carreras T̩cnicas
12604874,5.3,Carreras T̩cnicas
10800817,5.0,Carreras T̩cnicas
22982696,5.1,Carreras T̩cnicas
14800621,4.8,Carreras T̩cnicas
14109016,5.4,Carreras T̩cnicas
1492992,4.8,Carreras T̩cnicas
1825391,5.3,Carreras T̩cnicas
22019205,4.9,Carreras T̩cnicas
11109617,5.5,Carreras T̩cnicas
5336312,5.2,Carreras T̩cnicas
9798784,5.7,Carreras T̩cnicas
15773511,4.6,Carreras Profesionales
15673037,5.7,Carreras T̩cnicas
7373662,4.9,Carreras T̩cnicas
3636199,5.5,Carreras Profesionales
4804520,5.2,Carreras T̩cnicas
3231441,5.0,Carreras T̩cnicas
12641953,4.7,Carreras T̩cnicas
7778625,4.6,Carreras T̩cnicas
24132280,5.6,Carreras Profesionales
1919871,4.9,Carreras T̩cnicas
19672844,5.4,Carreras T̩cnicas
19239946,5.4,Carreras T̩cnicas
18705527,6.0,Carreras T̩cnicas
4245505,5.3,Carreras T̩cnicas
15892688,5.3,Carreras T̩cnicas
4779329,5.1,Carreras T̩cnicas
1474003,5.8,Carreras Profesionales
14004724,5.2,Carreras T̩cnicas
18174923,5.2,Carreras T̩cnicas
24859085,5.1,Carreras T̩cnicas
9472642,5.5,Carreras T̩cnicas
10641465,5.1,Carreras T̩cnicas
16414401,5.5,Carreras T̩cnicas
8853372,5.1,Carreras T̩cnicas
7582848,5.4,Carreras T̩cnicas
20197292,4.7,Carreras T̩cnicas
20213147,5.9,Carreras T̩cnicas
7294672,5.8,Carreras Profesionales
19493088,5.7,Carreras T̩cnicas
2362520,5.1,Carreras T̩cnicas
20636955,5.5,Carreras T̩cnicas
9421881,5.1,Carreras T̩cnicas
18961905,5.0,Carreras T̩cnicas
10951565,5.3,Carreras T̩cnicas
9292788,5.3,Carreras T̩cnicas
111566,4.9,Carreras T̩cnicas
11328134,4.7,Carreras T̩cnicas
18804131,5.1,Carreras T̩cnicas
14532184,4.7,Carreras T̩cnicas
2647229,4.8,Carreras T̩cnicas
10022550,5.0,Carreras T̩cnicas
16964867,6.4,Carreras T̩cnicas
22739660,4.9,Carreras T̩cnicas
12187487,4.9,Carreras T̩cnicas
21269344,4.6,Carreras T̩cnicas
24028338,5.5,Carreras T̩cnicas
6781209,5.4,Carreras Profesionales
15454589,4.7,Carreras T̩cnicas
934470,5.0,Carreras T̩cnicas
19946896,6.0,Carreras T̩cnicas
15673518,5.2,Carreras T̩cnicas
2856788,5.5,Carreras Profesionales
3318064,5.1,Carreras T̩cnicas
314794,5.8,Carreras T̩cnicas
12800190,5.1,Carreras T̩cnicas
7160040,4.9,Carreras T̩cnicas
11217613,5.1,Carreras T̩cnicas
17816125,5.3,Carreras T̩cnicas
23487822,5.1,Carreras T̩cnicas
20096987,6.0,Carreras T̩cnicas
2343778,4.7,Carreras T̩cnicas
10787561,4.8,Carreras T̩cnicas
16592105,6.5,Carreras Profesionales
8423349,4.8,Carreras T̩cnicas
13359442,5.3,Carreras T̩cnicas
5247705,5.3,Carreras Profesionales
8451675,5.0,Carreras T̩cnicas
11672022,5.4,Carreras T̩cnicas
21227935,5.4,Carreras T̩cnicas
24331298,5.1,Carreras T̩cnicas
18355778,4.9,Carreras T̩cnicas
19525083,5.2,Carreras T̩cnicas
9507440,5.7,Carreras T̩cnicas
4499115,4.9,Carreras T̩cnicas
16134291,5.7,Carreras T̩cnicas
1180370,5.1,Carreras Profesionales
140719,5.0,Carreras T̩cnicas
2913191,5.5,Carreras T̩cnicas
18299017,4.9,Carreras T̩cnicas
7386162,5.1,Carreras T̩cnicas
23740417,5.7,Carreras T̩cnicas
15110289,5.3,Carreras T̩cnicas
10838008,5.1,Carreras T̩cnicas
7373611,5.0,Carreras T̩cnicas
22978750,5.7,Carreras T̩cnicas
13365458,5.5,Carreras T̩cnicas
15298948,5.7,Carreras T̩cnicas
1081583,5.0,Carreras Profesionales
9525969,5.4,Carreras T̩cnicas
21708057,5.4,Carreras T̩cnicas
16266422,5.4,Carreras T̩cnicas
23007322,5.0,Carreras T̩cnicas
19386213,6.0,Carreras Profesionales
8805972,6.1,Carreras Profesionales
1863071,5.2,Carreras T̩cnicas
8271964,5.8,Carreras T̩cnicas
18692843,5.6,Carreras T̩cnicas
4807717,5.1,Carreras T̩cnicas
4072389,5.2,Carreras T̩cnicas
14752825,4.8,Carreras T̩cnicas
16354530,5.0,Carreras T̩cnicas
15835979,4.8,Carreras T̩cnicas
1793598,4.5,Carreras T̩cnicas
13874332,5.1,Carreras Profesionales
18348670,5.7,Carreras T̩cnicas
3456337,5.2,Carreras T̩cnicas
7756195,5.3,Carreras Profesionales
21641850,5.4,Carreras Profesionales
23243939,5.4,Carreras Profesionales
17211533,5.6,Carreras T̩cnicas
22669635,5.5,Carreras T̩cnicas
22264280,6.7,Carreras Profesionales
15713302,5.7,Carreras T̩cnicas
861128,4.7,Carreras T̩cnicas
9839152,5.3,Carreras T̩cnicas
14992948,5.3,Carreras T̩cnicas
11788981,5.1,Carreras T̩cnicas
9017026,5.1,Carreras Profesionales
4428455,4.9,Carreras Profesionales
20911891,5.5,Carreras T̩cnicas
19309323,6.3,Carreras Profesionales
7559766,5.0,Carreras T̩cnicas
3663965,5.3,Carreras T̩cnicas
20769016,5.4,Carreras T̩cnicas
22603076,5.2,Carreras T̩cnicas
11718675,5.0,Carreras T̩cnicas
5095546,5.1,Carreras T̩cnicas
5629790,5.6,Carreras T̩cnicas
17811735,5.2,Carreras T̩cnicas
12110757,5.4,Carreras T̩cnicas
18085469,5.2,Carreras T̩cnicas
9541408,5.1,Carreras T̩cnicas
3667262,5.8,Carreras T̩cnicas
377003,5.0,Carreras T̩cnicas
16731045,5.2,Carreras T̩cnicas
18332926,6.1,Carreras T̩cnicas
4924717,4.9,Carreras T̩cnicas
24481648,4.6,Carreras T̩cnicas
12040967,5.1,Carreras T̩cnicas
15244648,5.9,Carreras T̩cnicas
14076361,4.9,Carreras T̩cnicas
1229936,4.7,Carreras T̩cnicas
16632315,5.2,Carreras T̩cnicas
22103306,5.8,Carreras T̩cnicas
2718331,5.6,Carreras Profesionales
16104067,6.4,Carreras T̩cnicas
17070650,5.3,Carreras Profesionales
15771918,5.0,Carreras T̩cnicas
3388970,4.9,Carreras T̩cnicas
12483700,5.2,Carreras T̩cnicas
8744895,6.0,Carreras T̩cnicas
16221374,5.4,Carreras Profesionales
18688483,5.2,Carreras T̩cnicas
14315282,5.1,Carreras T̩cnicas
19324756,5.9,Carreras T̩cnicas
2234548,5.1,Carreras T̩cnicas
24147036,5.9,Carreras T̩cnicas
7591030,5.2,Carreras T̩cnicas
13740097,4.9,Carreras T̩cnicas
19744836,5.5,Carreras T̩cnicas
3408125,5.8,Carreras T̩cnicas
1444621,5.7,Carreras T̩cnicas
14795792,5.2,Carreras Profesionales
23369115,4.5,Carreras T̩cnicas
20266274,4.8,Carreras T̩cnicas
22200681,6.0,Carreras T̩cnicas
7982679,6.5,Carreras T̩cnicas
22498810,5.4,Carreras Profesionales
2276771,5.0,Carreras T̩cnicas
17274894,5.2,Carreras T̩cnicas
17909504,6.2,Carreras T̩cnicas
920838,5.2,Carreras Profesionales
15772919,5.2,Carreras T̩cnicas
6654260,5.4,Carreras Profesionales
16699776,5.1,Carreras T̩cnicas
10291121,5.2,Carreras Profesionales
23872383,5.6,Carreras T̩cnicas
10363861,5.0,Carreras T̩cnicas
1429862,5.7,Carreras T̩cnicas
19154243,4.9,Carreras T̩cnicas
8792814,5.5,Carreras T̩cnicas
13627505,4.9,Carreras T̩cnicas
23673793,5.2,Carreras T̩cnicas
708938,5.1,Carreras T̩cnicas
607233,5.4,Carreras T̩cnicas
4548788,5.5,Carreras T̩cnicas
14278105,4.8,Carreras T̩cnicas
23357047,5.1,Carreras T̩cnicas
11814210,5.7,Carreras T̩cnicas
6864994,5.1,Carreras T̩cnicas
18512146,5.4,Carreras T̩cnicas
5364185,5.1,Carreras T̩cnicas
13200513,5.0,Carreras T̩cnicas
13564371,5.4,Carreras T̩cnicas
21852972,4.8,Carreras T̩cnicas
18259559,5.1,Carreras Profesionales
14521730,6.5,Carreras T̩cnicas
8214138,5.3,Carreras T̩cnicas
15461,4.7,Carreras T̩cnicas
3395496,5.3,Carreras T̩cnicas
10337601,5.1,Carreras T̩cnicas
15030282,5.1,Carreras Profesionales
5417513,5.5,Carreras Profesionales
5243334,4.8,Carreras T̩cnicas
5186575,5.5,Carreras T̩cnicas
1795732,5.0,Carreras T̩cnicas
1694091,5.0,Carreras T̩cnicas
4263501,5.7,Carreras T̩cnicas
11206672,5.6,Carreras T̩cnicas
19318706,5.4,Carreras T̩cnicas
15579977,5.5,Carreras T̩cnicas
11639244,4.9,Carreras T̩cnicas
2244336,6.7,Carreras Profesionales
20301295,5.6,Carreras T̩cnicas
14426631,5.1,Carreras T̩cnicas
5881824,6.4,Carreras T̩cnicas
2114377,5.1,Carreras T̩cnicas
19972999,5.3,Carreras T̩cnicas
413750,5.3,Carreras T̩cnicas
17216982,5.1,Carreras T̩cnicas
11819707,5.3,Carreras T̩cnicas
5742546,5.0,Carreras T̩cnicas
6495096,5.6,Carreras Profesionales
14635336,5.5,Carreras T̩cnicas
17855278,5.0,Carreras T̩cnicas
1067425,5.0,Carreras T̩cnicas
4272206,5.4,Carreras T̩cnicas
11676470,5.5,Carreras T̩cnicas
22243983,5.1,Carreras T̩cnicas
982247,5.5,Carreras T̩cnicas
23138912,5.5,Carreras T̩cnicas
21191533,4.5,Carreras T̩cnicas
20557185,4.9,Carreras T̩cnicas
11044655,6.3,Carreras T̩cnicas
23761071,4.9,Carreras T̩cnicas
19488700,5.0,Carreras T̩cnicas
10785921,4.9,Carreras Profesionales
13139596,4.6,Carreras T̩cnicas
1997089,5.3,Carreras T̩cnicas
20588617,5.6,Carreras Profesionales
2430804,5.4,Carreras T̩cnicas
6602378,5.2,Carreras T̩cnicas
7136000,5.3,Carreras T̩cnicas
7887577,5.9,Carreras Profesionales
15696422,5.2,Carreras T̩cnicas
14729473,5.5,Carreras T̩cnicas
14729473,5.5,Carreras Profesionales
5015712,5.2,Carreras T̩cnicas
14426118,5.5,Carreras T̩cnicas
12188549,5.3,Carreras T̩cnicas
6314339,5.9,Carreras Profesionales
12867697,5.6,Carreras Profesionales
6446791,4.9,Carreras T̩cnicas
18065105,5.0,Carreras T̩cnicas
13679717,5.4,Carreras T̩cnicas
14763729,6.3,Carreras T̩cnicas
6753464,5.5,Carreras T̩cnicas
12975765,5.3,Carreras T̩cnicas
24825872,5.3,Carreras T̩cnicas
13610710,5.6,Carreras Profesionales
16179861,5.4,Carreras Profesionales
15846883,5.0,Carreras T̩cnicas
6436970,5.5,Carreras T̩cnicas
19585432,5.5,Carreras T̩cnicas
10839130,5.1,Carreras T̩cnicas
893747,5.2,Carreras T̩cnicas
9236996,5.3,Carreras T̩cnicas
8386320,5.0,Carreras Profesionales
20843523,5.8,Carreras Profesionales
13264830,5.1,Carreras T̩cnicas
7593229,5.0,Carreras T̩cnicas
20135607,4.8,Carreras T̩cnicas
13827535,5.5,Carreras T̩cnicas
19054149,5.3,Carreras T̩cnicas
6266400,5.8,Carreras T̩cnicas
5040396,5.0,Carreras T̩cnicas
11999066,5.1,Carreras T̩cnicas
17136558,5.4,Carreras T̩cnicas
10368243,5.7,Carreras Profesionales
6342271,4.5,Carreras T̩cnicas
8377091,5.3,Carreras Profesionales
13284102,5.4,Carreras T̩cnicas
22881655,5.7,Carreras T̩cnicas
18061647,5.0,Carreras T̩cnicas
13789527,5.1,Carreras T̩cnicas
12940574,5.7,Carreras Profesionales
21889728,5.0,Carreras T̩cnicas
1813670,5.1,Carreras T̩cnicas
9536819,5.6,Carreras T̩cnicas
14343034,5.0,Carreras Profesionales
991479,5.1,Carreras T̩cnicas
19048018,5.1,Carreras T̩cnicas
4932235,5.8,Carreras T̩cnicas
7602446,4.8,Carreras Profesionales
22786779,5.6,Carreras T̩cnicas
2888396,5.2,Carreras T̩cnicas
24784359,4.9,Carreras T̩cnicas
434857,5.2,Carreras T̩cnicas
12746901,5.2,Carreras T̩cnicas
2052602,4.7,Carreras T̩cnicas
8477342,5.8,Carreras T̩cnicas
179099,4.9,Carreras T̩cnicas
22350307,5.2,Carreras T̩cnicas
16621137,5.6,Carreras T̩cnicas
14269878,4.9,Carreras T̩cnicas
13634975,5.8,Carreras Profesionales
4123277,4.7,Carreras T̩cnicas
11397878,5.2,Carreras Profesionales
22629118,5.1,Carreras T̩cnicas
1641317,5.2,Carreras T̩cnicas
19625663,5.0,Carreras T̩cnicas
3806999,6.2,Carreras Profesionales
10113738,4.8,Carreras Profesionales
24419241,5.5,Carreras T̩cnicas
24218008,4.5,Carreras T̩cnicas
54798,5.1,Carreras Profesionales
19195852,5.3,Carreras T̩cnicas
21073983,5.8,Carreras T̩cnicas
22676470,4.9,Carreras T̩cnicas
23744017,5.1,Carreras T̩cnicas
3797675,4.7,Carreras T̩cnicas
20684575,6.0,Carreras T̩cnicas
10740234,5.0,Carreras T̩cnicas
8935479,5.8,Carreras T̩cnicas
12875926,4.8,Carreras Profesionales
9254891,4.5,Carreras T̩cnicas
17799675,4.8,Carreras T̩cnicas
6281072,4.8,Carreras T̩cnicas
20267244,4.5,Carreras T̩cnicas
12891739,5.5,Carreras T̩cnicas
8375913,6.2,Carreras T̩cnicas
22160922,5.8,Carreras T̩cnicas
10411119,5.3,Carreras T̩cnicas
22088480,5.5,Carreras T̩cnicas
19866925,5.2,Carreras T̩cnicas
11423059,5.1,Carreras T̩cnicas
5447001,5.9,Carreras T̩cnicas
14265982,5.0,Carreras T̩cnicas
5939928,4.8,Carreras T̩cnicas
5652071,5.7,Carreras T̩cnicas
14831069,5.0,Carreras T̩cnicas
9923933,5.2,Carreras T̩cnicas
20301781,5.9,Carreras T̩cnicas
2244838,5.5,Carreras T̩cnicas
3313591,5.1,Carreras T̩cnicas
23623367,5.4,Carreras T̩cnicas
4599462,5.1,Carreras T̩cnicas
19220611,4.8,Carreras T̩cnicas
4485741,5.7,Carreras T̩cnicas
414722,5.5,Carreras Profesionales
330012,4.9,Carreras T̩cnicas
9251651,5.5,Carreras Profesionales
1357306,5.0,Carreras T̩cnicas
15573824,5.4,Carreras T̩cnicas
2222259,4.9,Carreras T̩cnicas
85613,5.2,Carreras T̩cnicas
10783641,5.3,Carreras T̩cnicas
9411857,5.4,Carreras T̩cnicas
16313119,4.8,Carreras T̩cnicas
15952100,5.2,Carreras T̩cnicas
7076810,5.3,Carreras T̩cnicas
22794996,5.1,Carreras T̩cnicas
23604194,5.3,Carreras T̩cnicas
24239305,5.7,Carreras T̩cnicas
3297753,5.0,Carreras T̩cnicas
1824682,5.3,Carreras T̩cnicas
19521163,5.6,Carreras T̩cnicas
18596661,5.7,Carreras T̩cnicas
13345672,5.4,Carreras T̩cnicas
14947865,5.5,Carreras T̩cnicas
5161398,4.9,Carreras T̩cnicas
6763647,4.9,Carreras T̩cnicas
20276031,4.6,Carreras T̩cnicas
4686922,4.7,Carreras T̩cnicas
22659680,5.1,Carreras T̩cnicas
20825936,4.7,Carreras T̩cnicas
980001,4.6,Carreras T̩cnicas
2582631,4.9,Carreras Profesionales
16187955,5.4,Carreras Profesionales
21529024,5.0,Carreras T̩cnicas
9896076,5.1,Carreras T̩cnicas
10992683,5.0,Carreras Profesionales
12161701,4.5,Carreras T̩cnicas
22426052,6.1,Carreras T̩cnicas
19553147,5.6,Carreras T̩cnicas
22499218,5.5,Carreras T̩cnicas
2508129,5.7,Carreras Profesionales
20362937,5.2,Carreras T̩cnicas
14055431,5.0,Carreras T̩cnicas
8107798,5.4,Carreras T̩cnicas
11833805,5.9,Carreras T̩cnicas
19641414,6.0,Carreras T̩cnicas
24577512,6.3,Carreras T̩cnicas
6954008,5.6,Carreras T̩cnicas
9899328,5.9,Carreras T̩cnicas
9899329,5.1,Carreras T̩cnicas
4242566,5.3,Carreras Profesionales
7144082,4.6,Carreras T̩cnicas
24840360,5.9,Carreras T̩cnicas
23238374,4.9,Carreras T̩cnicas
5614958,5.2,Carreras T̩cnicas
21910538,5.3,Carreras Profesionales
13365283,4.6,Carreras T̩cnicas
24220670,5.0,Carreras Profesionales
16556760,5.1,Carreras T̩cnicas
15173416,5.0,Carreras T̩cnicas
